arch,d_model,block_type,grid,variant,seed,micro_batch,accum_steps,epoch,lr,lr_scale,train_loss,train_acc,test_loss,test_acc,train_sec,eval_sec,epoch_wall_sec
channel_split,64,gru,8,channel_real_4dir,0,128,1,1,0.0002,0.2,2.0521791017972504,0.24178685897435898,1.919364208984375,0.2992,15.569312755018473,0.811030326411128,16.380352675914764
channel_split,64,gru,8,channel_real_4dir,0,128,1,2,0.0004,0.4,1.810879247616499,0.3322516025641026,1.733860400390625,0.3589,14.094941979274154,0.9327651560306549,15.027711072936654
channel_split,64,gru,8,channel_real_4dir,0,128,1,3,0.0006,0.6,1.674245232802171,0.3770032051282051,1.5867476440429686,0.4184,14.739202093333006,0.8944219015538692,15.633628340438008
channel_split,64,gru,8,channel_real_4dir,0,128,1,4,0.0008,0.8,1.581074770902976,0.41576522435897434,1.529246112060547,0.4304,14.701346872374415,0.8958540931344032,15.597203789278865
channel_split,64,gru,8,channel_real_4dir,0,128,1,5,0.001,1.0,1.5059986762511424,0.44513221153846155,1.4908539428710939,0.4702,14.135512905195355,0.9367343336343765,15.072251485660672
channel_split,64,gru,8,channel_real_4dir,0,128,1,6,0.000999726628670463,0.999726628670463,1.4427602859643789,0.47045272435897434,1.3897784622192382,0.4957,14.363659230992198,0.9273160062730312,15.290979562327266
channel_split,64,gru,8,channel_real_4dir,0,128,1,7,0.0009989068136093873,0.9989068136093873,1.389393604413057,0.49174679487179485,1.336247396850586,0.5092,14.38535064831376,1.0797729399055243,15.465128883719444
channel_split,64,gru,8,channel_real_4dir,0,128,1,8,0.0009975414512725057,0.9975414512725057,1.3496911418743622,0.5067107371794872,1.2950097732543946,0.5261,12.62024411931634,0.9798246566206217,13.600076667964458
channel_split,64,gru,8,channel_real_4dir,0,128,1,9,0.0009956320346634876,0.9956320346634876,1.320438293921642,0.5213942307692307,1.2914448944091796,0.5353,13.546909287571907,0.9977996945381165,14.544713476672769
channel_split,64,gru,8,channel_real_4dir,0,128,1,10,0.0009931806517013613,0.9931806517013612,1.2974863559771808,0.5266025641025641,1.2689358093261718,0.5401,14.795286288484931,0.932841133326292,15.72813224606216
channel_split,64,gru,8,channel_real_4dir,0,128,1,11,0.0009901899829374047,0.9901899829374047,1.2836745855135796,0.5339943910256411,1.2380088470458985,0.5531,13.89626406505704,1.0179964862763882,14.914264319464564
channel_split,64,gru,8,channel_real_4dir,0,128,1,12,0.000986663298624003,0.9866632986240029,1.2666463671586452,0.5434695512820513,1.2147316131591797,0.5562,13.607793686911464,0.996370492503047,14.60416916012764
channel_split,64,gru,8,channel_real_4dir,0,128,1,13,0.0009826044551386743,0.9826044551386743,1.2549276287739093,0.5456730769230769,1.2048287612915038,0.5601,13.217800261452794,0.9749179296195507,14.192724822089076
channel_split,64,gru,8,channel_real_4dir,0,128,1,14,0.0009780178907671788,0.9780178907671788,1.2352822779080808,0.553926282051282,1.1896779067993164,0.5646,14.932069027796388,1.0004567317664623,15.932530200108886
channel_split,64,gru,8,channel_real_4dir,0,128,1,15,0.0009729086208503173,0.9729086208503173,1.227439361352187,0.55859375,1.195679818725586,0.5677,11.211360158398747,1.0073061175644398,12.218670472502708
channel_split,64,gru,8,channel_real_4dir,0,128,1,16,0.0009672822322997304,0.9672822322997304,1.2159110977099492,0.5636217948717949,1.1841511611938476,0.5735,14.821218941360712,1.0006165150552988,15.82184236869216
channel_split,64,gru,8,channel_real_4dir,0,128,1,17,0.0009611448774886924,0.9611448774886924,1.2051295879559638,0.5642427884615384,1.1487596420288086,0.5829,14.104808883741498,1.1595510244369507,15.264365214854479
channel_split,64,gru,8,channel_real_4dir,0,128,1,18,0.0009545032675245813,0.9545032675245813,1.1971725974327478,0.5682491987179488,1.150076242828369,0.5795,11.926749732345343,1.0371629185974598,12.9639159925282
channel_split,64,gru,8,channel_real_4dir,0,128,1,19,0.0009473646649103818,0.9473646649103817,1.1839733518086948,0.5724559294871795,1.158400325012207,0.5823,13.00646553747356,1.0058239661157131,14.012293769046664
channel_split,64,gru,8,channel_real_4dir,0,128,1,20,0.0009397368756032445,0.9397368756032445,1.1771344307141427,0.576943108974359,1.1274029312133789,0.5935,14.263936387374997,1.0024683307856321,15.26641064696014
channel_split,64,gru,8,channel_real_4dir,0,128,1,21,0.000931628240478787,0.931628240478787,1.1696804764943245,0.5759014423076924,1.121138397216797,0.5962,15.094103567302227,1.0117102768272161,16.105818128213286
channel_split,64,gru,8,channel_real_4dir,0,128,1,22,0.0009230476262104677,0.9230476262104677,1.1628643037416997,0.583553685897436,1.1710535362243653,0.581,14.63213205896318,1.04997225292027,15.682108595967293
channel_split,64,gru,8,channel_real_4dir,0,128,1,23,0.00091400441557401,0.91400441557401,1.1481392443180085,0.5856971153846153,1.113556428527832,0.605,14.208774050697684,0.9530392326414585,15.161817613989115
