matrix,dataset,block_type,grid,sequence_length,single_branch_runs,four_branch_runs,total_runs,full_epochs_per_run,single_branch_hours_per_run,four_branch_hours_per_run,cell_gpu_hours,estimated_energy_kwh,electricity_cny,compute_cny_at_1_per_gpu_hour,compute_cny_at_2_per_gpu_hour,compute_cny_at_3_per_gpu_hour
with_shuffle_row_450,cifar10,gru,8,64,15,10,25,100,1.4921527139861124,4.510180228717285,67.48409299696455,1.6996823784865664,1.0198094270919398,67.48409299696455,134.9681859939291,202.45227899089366
with_shuffle_row_450,cifar10,gru,16,256,15,10,25,100,1.866659669972225,5.504483267850789,83.04472772809127,2.2580125103324296,1.3548075061994578,83.04472772809127,166.08945545618255,249.1341831842738
with_shuffle_row_450,cifar10,gru,32,1024,15,10,25,100,3.269489624124999,10.088552571183577,149.92787007371078,7.500235405356179,4.500141243213707,149.92787007371078,299.85574014742156,449.78361022113234
with_shuffle_row_450,cifar10,mamba,8,64,15,10,25,100,1.9701268683472222,6.385674388942117,93.4086469146295,2.4516423833708227,1.4709854300224936,93.4086469146295,186.817293829259,280.2259407438885
with_shuffle_row_450,cifar10,mamba,16,256,15,10,25,100,1.673729427819448,4.462897878062548,69.73492019791719,1.9467084097583565,1.1680250458550139,69.73492019791719,139.46984039583438,209.2047605937516
with_shuffle_row_450,cifar10,mamba,32,1024,15,10,25,100,1.8671972218472206,5.270685842801231,80.71481675572063,3.0881122005207997,1.8528673203124797,80.71481675572063,161.42963351144127,242.14445026716191
with_shuffle_row_450,cifar10_up64,gru,8,64,15,10,25,100,1.5204317875972226,5.238647593311023,75.19295274706859,1.9264991478634135,1.155899488718048,75.19295274706859,150.38590549413718,225.57885824120575
with_shuffle_row_450,cifar10_up64,gru,16,256,15,10,25,100,1.789776658569445,5.011240215301151,76.95905203155318,2.223949859099152,1.3343699154594912,76.95905203155318,153.91810406310637,230.87715609465954
with_shuffle_row_450,cifar10_up64,gru,32,1024,15,10,25,100,3.3181916877361144,9.479746847670986,144.57034379275157,7.2642554686921095,4.358553281215266,144.57034379275157,289.14068758550314,433.7110313782547
with_shuffle_row_450,cifar10_up64,mamba,8,64,15,10,25,100,2.0607828048333343,5.737188432869849,88.28362640119852,2.3712619241938353,1.4227571545163011,88.28362640119852,176.56725280239704,264.8508792035956
with_shuffle_row_450,cifar10_up64,mamba,16,256,15,10,25,100,1.8214625454999944,4.603363515165738,73.3555733341573,2.04311071397577,1.225866428385462,73.3555733341573,146.7111466683146,220.0667200024719
with_shuffle_row_450,cifar10_up64,mamba,32,1024,15,10,25,100,1.8581962492222222,5.936656117339577,87.23950491172911,3.3744108318788766,2.024646499127326,87.23950491172911,174.47900982345823,261.71851473518734
with_shuffle_row_450,tiny_imagenet,gru,8,64,15,10,25,100,2.596493953486111,7.2448270881175265,111.39568018346695,2.870097591700919,1.7220585550205512,111.39568018346695,222.7913603669339,334.18704055040087
with_shuffle_row_450,tiny_imagenet,gru,16,256,15,10,25,100,3.183173049666664,8.573837072119273,133.4859664661927,4.0708612734408085,2.442516764064485,133.4859664661927,266.9719329323854,400.4578993985781
with_shuffle_row_450,tiny_imagenet,gru,32,1024,15,10,25,100,5.967080192291671,17.082267645212006,260.32887933649516,13.307148661371041,7.984289196822624,260.32887933649516,520.6577586729903,780.9866380094854
with_shuffle_row_450,tiny_imagenet,mamba,8,64,15,10,25,100,3.177558985291651,8.053396046122948,128.19734524060425,3.4291995709015013,2.057519742540901,128.19734524060425,256.3946904812085,384.59203572181275
with_shuffle_row_450,tiny_imagenet,mamba,16,256,15,10,25,100,3.3838294090416716,8.220890293048141,132.96634406610647,3.7187362276688334,2.2312417366012998,132.96634406610647,265.93268813221295,398.89903219831945
with_shuffle_row_450,tiny_imagenet,mamba,32,1024,15,10,25,100,3.490977417166669,9.61250284138434,148.4896896713434,5.836671857770689,3.5020031146624135,148.4896896713434,296.9793793426868,445.4690690140302
