arch,d_model,block_type,grid,variant,seed,micro_batch,accum_steps,epoch,lr,lr_scale,train_loss,train_acc,test_loss,test_acc,train_sec,eval_sec,epoch_wall_sec
channel_split,256,gru,8,channel_real_4dir,1,128,1,1,0.0002,0.2,1.8982033998538286,0.300380608974359,1.7371727172851563,0.3589,16.584275498986244,1.2483767792582512,17.832657111808658
channel_split,256,gru,8,channel_real_4dir,1,128,1,2,0.0004,0.4,1.62488159766564,0.4033653846153846,1.5306282287597657,0.451,14.629069354385138,1.0420142449438572,15.671087212860584
channel_split,256,gru,8,channel_real_4dir,1,128,1,3,0.0006,0.6,1.4482515998375722,0.4701322115384615,1.421829005432129,0.4863,14.412948172539473,1.1228291243314743,15.535782163962722
channel_split,256,gru,8,channel_real_4dir,1,128,1,4,0.0008,0.8,1.340775134624579,0.509334935897436,1.2705627716064454,0.5458,14.46328466013074,1.08292125351727,15.546209882944822
channel_split,256,gru,8,channel_real_4dir,1,128,1,5,0.001,1.0,1.2625449947821787,0.5433894230769231,1.200502749633789,0.5665,13.773630945011973,1.0426288545131683,14.816264683380723
channel_split,256,gru,8,channel_real_4dir,1,128,1,6,0.000999726628670463,0.999726628670463,1.1699869657174136,0.578926282051282,1.1487047424316406,0.5879,14.471783043816686,1.0786690395325422,15.550456570461392
channel_split,256,gru,8,channel_real_4dir,1,128,1,7,0.0009989068136093873,0.9989068136093873,1.1088655956280538,0.6015625,1.0844700607299804,0.6136,15.23107510432601,1.0911664757877588,16.32224602624774
channel_split,256,gru,8,channel_real_4dir,1,128,1,8,0.0009975414512725057,0.9975414512725057,1.053685289621353,0.6210536858974359,1.0474169303894043,0.6267,15.161261612549424,1.0467634443193674,16.20803109742701
channel_split,256,gru,8,channel_real_4dir,1,128,1,9,0.0009956320346634876,0.9956320346634876,1.0166969988590633,0.6357371794871794,0.9673462364196778,0.6526,15.156645065173507,1.0589729491621256,16.215620452538133
channel_split,256,gru,8,channel_real_4dir,1,128,1,10,0.0009931806517013613,0.9931806517013612,0.9825818633421873,0.648056891025641,0.976864679145813,0.6485,14.71155290864408,1.101184580475092,15.812744151800871
channel_split,256,gru,8,channel_real_4dir,1,128,1,11,0.0009901899829374047,0.9901899829374047,0.9418964804747165,0.6623798076923076,0.8925442111968994,0.685,14.593302628025413,1.1788973566144705,15.772204531356692
channel_split,256,gru,8,channel_real_4dir,1,128,1,12,0.000986663298624003,0.9866632986240029,0.9170766775424664,0.6736778846153846,0.8903793851852417,0.6842,14.57656511850655,1.0887538697570562,15.665322041139007
channel_split,256,gru,8,channel_real_4dir,1,128,1,13,0.0009826044551386743,0.9826044551386743,0.897437231357281,0.6835536858974359,0.9117017955780029,0.6806,14.376163383945823,1.118680201470852,15.494852058589458
channel_split,256,gru,8,channel_real_4dir,1,128,1,14,0.0009780178907671788,0.9780178907671788,0.8668926758643908,0.6938902243589744,0.88116201171875,0.691,14.763304756954312,1.1205551587045193,15.883863465860486
channel_split,256,gru,8,channel_real_4dir,1,128,1,15,0.0009729086208503173,0.9729086208503173,0.8485280215740204,0.7013421474358974,0.8277609402656555,0.7051,15.333853136748075,1.1198585759848356,16.453718623146415
channel_split,256,gru,8,channel_real_4dir,1,128,1,16,0.0009672822322997304,0.9672822322997304,0.8392466208873651,0.7009415064102564,0.8223733566284179,0.7108,15.086347077041864,1.1180553045123816,16.204406090080738
channel_split,256,gru,8,channel_real_4dir,1,128,1,17,0.0009611448774886924,0.9611448774886924,0.8203093464557941,0.7079527243589744,0.7884156530380249,0.7152,15.054804224520922,1.1048965100198984,16.159705478698015
channel_split,256,gru,8,channel_real_4dir,1,128,1,18,0.0009545032675245813,0.9545032675245813,0.8042053798834483,0.7158653846153846,0.79907017288208,0.714,14.604545019567013,1.129147807136178,15.733698138967156
channel_split,256,gru,8,channel_real_4dir,1,128,1,19,0.0009473646649103818,0.9473646649103817,0.7864449103673299,0.7233173076923077,0.767947241973877,0.7286,15.202573643997312,1.0889195743948221,16.291496999561787
channel_split,256,gru,8,channel_real_4dir,1,128,1,20,0.0009397368756032445,0.9397368756032445,0.7725001156330109,0.7262419871794872,0.7829784773826599,0.7247,14.683623475953937,1.0517885237932205,15.735418614000082
channel_split,256,gru,8,channel_real_4dir,1,128,1,21,0.000931628240478787,0.931628240478787,0.7660641474601549,0.7300280448717948,0.7935010129928589,0.7234,14.813069395720959,1.0657803378999233,15.878854988142848
channel_split,256,gru,8,channel_real_4dir,1,128,1,22,0.0009230476262104677,0.9230476262104677,0.7509746780762305,0.7355368589743589,0.7516391811370849,0.7333,14.839195158332586,1.0381234362721443,15.877323288470507
channel_split,256,gru,8,channel_real_4dir,1,128,1,23,0.00091400441557401,0.91400441557401,0.7450857005058191,0.7360977564102564,0.7508828004837036,0.7344,14.797494741156697,1.0528438910841942,15.8503432944417
channel_split,256,gru,8,channel_real_4dir,1,128,1,24,0.0009045084971874737,0.9045084971874737,0.7337574526285514,0.740604967948718,0.7709857433319092,0.7301,15.221186768263578,1.0796926710754633,16.30088551901281
channel_split,256,gru,8,channel_real_4dir,1,128,1,25,0.0008945702546981969,0.8945702546981968,0.71785439038888,0.7460336538461538,0.7297537582397461,0.7414,14.703862397000194,1.101092105731368,15.80495886132121
channel_split,256,gru,8,channel_real_4dir,1,128,1,26,0.0008842005554284296,0.8842005554284296,0.7168840531355295,0.7469350961538461,0.7184463693618774,0.745,14.728680515661836,1.0737185757607222,15.802403399720788
channel_split,256,gru,8,channel_real_4dir,1,128,1,27,0.000873410738492077,0.873410738492077,0.7046770598643866,0.7517027243589743,0.743043186378479,0.7401,14.542148485779762,1.077129291370511,15.619282852858305
channel_split,256,gru,8,channel_real_4dir,1,128,1,28,0.0008622126023955446,0.8622126023955445,0.6992495578833116,0.7523637820512821,0.7232333894729615,0.7454,14.724116895347834,1.105164648965001,15.829285848885775
channel_split,256,gru,8,channel_real_4dir,1,128,1,29,0.0008506183921362443,0.8506183921362442,0.6881551161790506,0.7559495192307693,0.7247651942253113,0.7438,14.247646570205688,1.0949888471513987,15.342638792470098
channel_split,256,gru,8,channel_real_4dir,1,128,1,30,0.0008386407858128706,0.8386407858128706,0.6841504968893833,0.7580929487179487,0.7028958793640137,0.7531,15.451635429635644,1.0741647277027369,16.525803780183196
channel_split,256,gru,8,channel_real_4dir,1,128,1,31,0.0008262928807620843,0.8262928807620843,0.6708443588935412,0.7633213141025641,0.7114227909088134,0.7504,15.345769248902798,1.0804175771772861,16.426190927624702
