block_type,grid,micro_batch,epoch,train_loss,train_acc,test_loss,test_acc,train_sec,eval_sec,epoch_wall_sec,test_acc_rolling
gru,8,128,35,0.7608739047478407,0.7312099358974359,0.7602991920471192,0.7372,5.942644108000422,0.7508920010004658,6.693541909000487,0.7246400000000001
gru,8,128,36,0.7638576914102603,0.7331530448717949,0.8035994377136231,0.7211,6.241780205000396,0.8313109009995969,7.07309790599993,0.7248399999999999
gru,8,128,37,0.7521516500375209,0.7360777243589743,0.7553875118255615,0.7389,5.665866207999898,0.862891906999721,6.528763414999958,0.72726
gru,8,128,38,0.7444228127980843,0.7391826923076923,0.7849244734764099,0.7303,6.058521347999886,0.7607205069998599,6.819246854999619,0.72896
gru,8,128,39,0.7446111810513032,0.7374599358974359,0.7793191558837891,0.7264,6.095397928999773,0.7794245159993807,6.87482814499981,0.73078
gru,8,128,40,0.7360899471319639,0.7404847756410257,0.7967709598541259,0.7261,7.886707020999893,1.1836087179999595,9.070325538999896,0.7285599999999999
gru,8,128,41,0.7437144780770326,0.7392628205128206,0.7536132110595704,0.7373,7.523646294999708,0.8593824789995779,8.383033973999773,0.7317999999999999
gru,8,128,42,0.7351090284494254,0.7432692307692308,0.7567557466506958,0.7394,7.285771642999862,1.0186748999994961,8.304452743000184,0.7319
gru,8,128,43,0.7313328560346212,0.7434695512820513,0.769493084526062,0.7316,6.466613216000042,0.8938108020001891,7.360433118000401,0.73216
gru,8,128,44,0.7306069715664937,0.7431891025641025,0.7625550661087036,0.7367,7.107126648000303,0.9058315940001194,8.012962542000423,0.73422
gru,8,128,45,0.7211218017798203,0.7485977564102564,0.7384113700866699,0.7403,6.331609939000373,0.8988146910005526,7.230432430000292,0.7370599999999999
gru,8,128,46,0.7202193957108718,0.7471554487179487,0.7655726417541504,0.7336,6.738312656000744,0.8097821949995705,7.548100851000527,0.73632
gru,8,128,47,0.7158142572794205,0.7500801282051283,0.7433704530715942,0.74,6.616565618000095,0.7479768890007108,7.364549206999982,0.73644
gru,8,128,48,0.7193414118045416,0.746474358974359,0.7310885009765625,0.7474,6.247017650000089,0.8089940950003438,7.056019945000116,0.7395999999999999
gru,8,128,49,0.7121212002558586,0.7506610576923077,0.7515175567626953,0.7415,5.603328176000105,0.7646517250004763,6.367986500999905,0.74056
gru,8,128,50,0.7111914208302131,0.7503205128205128,0.759159822845459,0.7355,5.96100575499986,0.7580201040000247,6.719031558999632,0.7396
gru,8,128,51,0.7048441863976992,0.7503205128205128,0.7297113655090331,0.7457,5.84429553300015,0.7703563009999925,6.614657334000185,0.7420200000000001
gru,8,128,52,0.7079115020923126,0.7510016025641025,0.7470225534439087,0.744,6.0055410079994545,0.7659268010002052,6.771472508999977,0.74282
gru,8,128,53,0.700730386758462,0.7527443910256411,0.7365456684112549,0.7438,6.336268527999891,0.7586683029994674,7.0949438309999096,0.7421000000000001
gru,8,128,54,0.6924061605563531,0.757431891025641,0.727808224105835,0.7426,5.868065400999512,0.7841708989999461,6.652242000000115,0.7423200000000001
gru,8,128,55,0.6932632748897259,0.7567307692307692,0.73606488571167,0.7429,6.315427845999693,1.0328293140000824,7.34826436000003,0.7438
gru,8,128,56,0.6905908205570319,0.7569511217948718,0.7373114944458008,0.7472,7.5536533280001095,0.8087121970002045,8.362373224999828,0.7441
gru,8,128,57,0.7000764243113689,0.7544671474358975,0.7397186782836914,0.7447,7.190880350000043,0.8455206319995341,8.036406182000064,0.74424
gru,8,128,58,0.688042010481541,0.7581129807692307,0.7393676647186279,0.7475,6.678131597000174,0.880461985000693,7.558599981999578,0.74498
gru,8,128,59,0.6810049055478512,0.7636017628205128,0.739256789112091,0.7434,6.54333542600034,0.7696924719994058,7.313034198000423,0.7451399999999999
gru,8,128,60,0.682354126832424,0.7605969551282051,0.72700329246521,0.7474,6.2757284169993,0.7664531870004794,7.042186803999357,0.7460399999999999
gru,32,128,1,1.908610380612887,0.29060496794871793,1.7683937133789063,0.3451,13.441892846999508,1.2577841960001024,14.699686543000098,
gru,32,128,2,1.6463218872363752,0.40068108974358974,1.5383651733398438,0.4344,13.30338193300031,1.2596832640001594,14.563071196999772,
gru,32,128,3,1.4906653893299593,0.463681891025641,1.4076080291748048,0.4983,13.548343440999815,1.2655482959999063,14.813898536999659,
gru,32,128,4,1.3916359757765746,0.49943910256410257,1.3167284240722656,0.5244,13.551535512000555,1.3205776909999258,14.872119102999932,
gru,32,128,5,1.3114723022167498,0.5283253205128206,1.25036326751709,0.5509,13.732335270000476,1.2951271840001937,15.027467354000692,0.47062
gru,32,128,6,1.254985410739214,0.5479567307692308,1.1855509811401368,0.5735,13.420101874000466,1.279191587999776,14.699299962000623,0.5163
gru,32,128,7,1.2023385393313872,0.5676883012820513,1.1301168586730956,0.5926,14.356142278000334,1.477911592000055,15.834063270000115,0.54794
gru,32,128,8,1.1636480097587292,0.5847355769230769,1.1328702117919922,0.5972,14.303577669999868,1.440936499999225,15.744522169999982,0.56772
gru,32,128,9,1.1227736720672021,0.5992788461538462,1.0723222709655762,0.6205,15.145270650999919,1.387777107999682,16.533057159000236,0.58694
gru,32,128,10,1.1019161094457675,0.605849358974359,1.0980092826843262,0.6055,14.75679854899954,1.4318687340000906,16.188676482999654,0.5978600000000001
gru,32,128,11,1.071272177573962,0.6177283653846154,1.0483032257080078,0.6267,13.604926823999449,1.2703663739994226,14.875301197999761,0.6085
gru,32,128,12,1.050927715882277,0.6267027243589743,1.0321825691223145,0.6397,13.710908873000335,1.3593865739994726,15.070302947000528,0.61792
gru,32,128,13,1.02777057718008,0.6349559294871795,1.0467702110290527,0.6307,13.486746720000156,1.2707093989993155,14.757461719000275,0.62462
gru,32,128,14,1.0110410699477563,0.6409855769230769,0.9960959671020507,0.6429,13.786716106999847,1.351825964999989,15.138546471999689,0.6291
gru,32,128,15,0.9941381365824968,0.645673076923077,0.9706879554748535,0.6566,13.506116466000094,1.293641285999911,14.799765052000112,0.63932
gru,32,128,16,0.9835469985619569,0.6528245192307692,0.9700447998046875,0.6583,13.993528342999525,1.399052985999333,15.392588828999578,0.64564
gru,32,128,17,0.9674128352067409,0.6573517628205128,0.9567618919372558,0.6557,13.605673484999897,1.2853883230000065,14.891066608000074,0.6488400000000001
gru,32,128,18,0.9502054032606956,0.6628605769230769,0.9705113372802734,0.6568,13.727149441999245,1.3577031620006892,15.084858503999385,0.6540600000000001
gru,32,128,19,0.9408588568369548,0.6673277243589744,0.9378785438537598,0.6642,13.609412466000322,1.303360738000265,14.912779004000186,0.65832
gru,32,128,20,0.9266640762488048,0.6721153846153847,0.9330791091918945,0.6692,13.843915678000485,1.3647977139999057,15.208722891999969,0.6608400000000001
gru,32,128,21,0.9198458202374287,0.6743790064102564,0.9071777885437011,0.6778,13.721214498000336,1.300180619999992,15.021402117999969,0.66474
gru,32,128,22,0.9079380296743833,0.6777844551282052,0.9219341873168946,0.6759,13.931487783000193,1.3379680210000515,15.26946350399976,0.66878
gru,32,128,23,0.9017574463135157,0.6793669871794872,0.9193609642028808,0.6735,13.908871548999741,1.2921173120003004,15.20099516099981,0.6721199999999999
gru,32,128,24,0.8915730135563092,0.6846153846153846,0.9166543220520019,0.6748,13.882431490999807,1.3053837090001252,15.187821200000144,0.67424
gru,32,128,25,0.8799392883594219,0.6904847756410256,0.902285871887207,0.682,13.846534260000226,1.289630701000533,15.13617196099949,0.6767999999999998
gru,32,128,26,0.8721768076603229,0.6909254807692308,0.8887487777709961,0.6878,13.540107705000082,1.2393027990001428,14.779415804000564,0.6788000000000001
gru,32,128,27,0.8689095630095556,0.6927283653846154,0.9034436826705933,0.6742,13.310815406000074,1.2495949009999094,14.560416307000196,0.67846
gru,32,128,28,0.8559752601843614,0.6969551282051282,0.8767586078643799,0.6916,13.200999814999705,1.2309966130005705,14.432001827999557,0.68208
gru,32,128,29,0.84847843005107,0.6992988782051283,0.8985241561889649,0.68,13.303894501000286,1.2170475680004529,14.520948069000042,0.68312
gru,32,128,30,0.8433915228415758,0.7015825320512821,0.8689185493469238,0.6922,13.232242529999894,1.2444122289998631,14.47666075899997,0.6851600000000001
gru,32,128,31,0.8350651245850783,0.7073717948717949,0.8825262115478516,0.6863,13.226879636000376,1.2182966249993115,14.44518066099954,0.6848600000000001
gru,32,128,32,0.8294314043644148,0.7089342948717948,0.8745301965713501,0.6921,13.239890384000319,1.224977120999938,14.464873505000469,0.68844
gru,32,128,33,0.8249423120266351,0.7084535256410256,0.8503180152893066,0.7015,13.17920596500062,1.2280478129996482,14.407258977999845,0.6904199999999999
gru,32,128,34,0.8190663806903057,0.712459935897436,0.8509142070770264,0.6984,13.249939307000204,1.2117370080004548,14.461682914999983,0.6940999999999999
gru,32,128,35,0.8143381918087984,0.7138221153846154,0.8572968744277955,0.6966,13.26856008499999,1.2265547079996395,14.495120392999524,0.69498
gru,32,128,36,0.8088093960896516,0.7142227564102565,0.8550550643920899,0.6967,13.145088698000109,1.2196056089997,14.364699507000296,0.69706
gru,32,128,37,0.7980704388557336,0.7197916666666667,0.8847564920425415,0.6944,13.370202217000042,1.2350551150002502,14.605262432000018,0.69752
gru,32,128,38,0.7932607358846909,0.7199519230769231,0.8603050018310547,0.6967,13.913654160999613,1.2843765110001186,15.198041071999796,0.69656
gru,32,128,39,0.7930834508859195,0.7220552884615384,0.8580919555664063,0.6946,13.627924463999989,1.262633575000109,14.890565138999591,0.6958
gru,32,128,40,0.7905368059109419,0.7218349358974359,0.8498315887451172,0.7008,13.468425494999792,1.2455138000004808,14.713943695000125,0.69664
gru,32,128,41,0.7861617273245103,0.723798076923077,0.8833243770599365,0.6886,13.226293980999799,1.2182946080001784,14.444594888999745,0.6950200000000001
gru,32,128,42,0.7797613478623904,0.7251402243589744,0.8378736945152283,0.7038,13.357250508999641,1.4700767900003484,14.827332998999736,0.6969
gru,32,128,43,0.7744297317969493,0.7292067307692308,0.8575718250274659,0.6939,13.292009925999992,1.2129327350003223,14.504947161000018,0.69634
gru,32,128,44,0.7711339733539484,0.7280048076923077,0.8284993606567382,0.7113,13.245447299999796,1.2313311119996797,14.476783611999963,0.69968
gru,32,128,45,0.7639404969337659,0.7307091346153847,0.8348024063110352,0.7099,13.240444992999983,1.2158099060006862,14.456258899000204,0.7014999999999999
gru,32,128,46,0.7613091160089541,0.733994391025641,0.8280507019042969,0.7089,13.361616432000119,1.2313609000002543,14.592982432000099,0.70556
gru,32,128,47,0.7570374661531204,0.7342548076923077,0.8040117179870605,0.7193,13.330722787000013,1.2080618959998901,14.538789783000539,0.70866
gru,32,128,48,0.7576025165044344,0.7342948717948717,0.8350417371749878,0.7063,13.250007745000403,1.2192016910003076,14.469214436000584,0.7111400000000001
gru,32,128,49,0.749567465751599,0.7369391025641026,0.823669267654419,0.7122,13.27238335400034,1.2304119720001836,14.502799625999614,0.7113200000000001
gru,32,128,50,0.7438108538969969,0.7396434294871795,0.8014552198410034,0.717,13.204521792000378,1.2453627020004205,14.44989099400027,0.71274
gru,32,128,51,0.7405015103327922,0.7416266025641025,0.8419122480392456,0.712,14.191442911000195,1.291233793000174,15.482683103999989,0.7133600000000001
gru,32,128,52,0.7462295515414996,0.7378205128205129,0.8311301415443421,0.7073,13.637160508999841,1.2322825920000469,14.869447601000502,0.71096
gru,32,128,53,0.7359013791267689,0.7419871794871795,0.828151376914978,0.7088,13.342227278999417,1.2291762929999095,14.571407071999602,0.71146
gru,32,128,54,0.7373848016445453,0.7426883012820513,0.8109293273925782,0.7155,13.24186481400011,1.2072013039996818,14.449071818000448,0.71212
gru,32,128,55,0.73354593759928,0.7426482371794871,0.82150751953125,0.7119,13.286999533000198,1.2108260500008328,14.49782868300008,0.7111
gru,32,128,56,0.727992445230484,0.745292467948718,0.8557634674072265,0.7003,13.531559373000164,1.2222807230000399,14.753843896000035,0.7087600000000001
gru,32,128,57,0.726667947952564,0.7456330128205129,0.8124201662063598,0.7159,13.248971699000322,1.2378702019996126,14.486845801000527,0.71048
gru,32,128,58,0.718446811957237,0.7447115384615385,0.815954257774353,0.7181,13.245843050000076,1.2155802040006165,14.461426253999889,0.71234
gru,32,128,59,0.7190755368807377,0.7492788461538461,0.8166865922927856,0.7132,13.277484721999826,1.2262369000000035,14.503725022000253,0.71188
gru,32,128,60,0.7173137522660769,0.748477564102564,0.8500731292724609,0.7054,13.21609471300053,1.2424427739997554,14.45854198699999,0.71058
mamba,8,128,1,1.7272405355404585,0.3603766025641026,1.5210943634033203,0.4514,6.006130014000519,0.7690389930003221,6.77517110700046,
mamba,8,128,2,1.3858468379729834,0.4985576923076923,1.3630207077026366,0.5042,6.304326860000401,0.782404298000074,7.086733357999947,
mamba,8,128,3,1.2216643470984239,0.560116185897436,1.1629538688659669,0.5852,6.112326383999971,0.7744684969993614,6.886798080999142,
mamba,8,128,4,1.126998498959419,0.5943309294871795,1.0603288818359375,0.6247,6.11584378399948,0.7581663970004229,6.874012280999523,
mamba,8,128,5,1.0796143929163615,0.6135216346153847,1.0477779067993165,0.629,6.105708080000113,0.9130125970004883,7.0187226769994595,0.5589
mamba,8,128,6,1.0251227397185105,0.6349959935897436,0.9778999015808105,0.6493,7.367710294999597,1.2006349980001687,8.568349192999449,0.59848
mamba,8,128,7,0.9903425695040287,0.6465144230769231,0.9457925315856933,0.6616,6.857786482000847,1.0231348969991814,7.880924779000452,0.62996
mamba,8,128,8,0.964146894063705,0.6571514423076923,0.9215426414489746,0.6708,6.816968671000723,1.0129031960004795,7.829874267000378,0.64708
mamba,8,128,9,0.9336323424791678,0.6677483974358974,0.9218460166931153,0.674,7.422956962000171,0.9077476940001361,8.330706855999779,0.65694
mamba,8,128,10,0.9137304862340291,0.6756610576923077,0.8933938850402832,0.6817,6.753411955000047,0.8367159919998812,7.59013124699959,0.66748
mamba,8,128,11,0.8900476561142848,0.6844751602564103,0.8777999290466308,0.6918,6.7476469040002485,0.8934597870002108,7.641108990999783,0.6759799999999998
mamba,8,128,12,0.8712375208353385,0.6923277243589744,0.862071647644043,0.6921,6.666340170000694,0.8974723410001388,7.563815211000474,0.68208
mamba,8,128,13,0.8532829781373342,0.6963541666666667,0.8731006782531738,0.6977,7.0490616159995625,0.9985840720000851,8.047648887999458,0.6874600000000001
mamba,8,128,14,0.839801188921317,0.7009815705128205,0.8204041320800781,0.7133,7.2495814370004155,0.8113439819999257,8.0609285190003,0.69532
mamba,8,128,15,0.826325642145597,0.7071915064102564,0.8223886640548707,0.7099,6.835156246999759,0.7846532820003631,7.619814528999996,0.70096
mamba,8,128,16,0.8147056950972631,0.7124399038461539,0.8222698532104492,0.7115,6.606475012000374,0.8469825900001524,7.453460202000315,0.7049000000000001
mamba,8,128,17,0.7991303512683281,0.7174679487179487,0.8009562197685242,0.7129,6.109635468999841,0.7827156969997304,6.892353065999487,0.7090599999999999
mamba,8,128,18,0.7920993487040202,0.7212540064102564,0.7974353813171386,0.7185,5.892009223000059,0.7678718980005215,6.659883620999608,0.71322
mamba,8,128,19,0.7712022652992836,0.7298076923076923,0.7722158290863037,0.7337,5.980343168000218,0.7376325959994574,6.717978663999929,0.7173
mamba,8,128,20,0.7677562894729467,0.7294270833333333,0.7730488265991211,0.7326,5.863485646999834,0.7516456799994558,6.615133426999819,0.72184
mamba,8,128,21,0.7545677770406772,0.7345953525641026,0.7878037002563476,0.724,6.109207449000678,0.7721031479995872,6.881312597000033,0.72434
mamba,8,128,22,0.7496560384829839,0.736758814102564,0.7820908939361573,0.7272,5.992836307000289,0.7328397000001132,6.725678307000635,0.7272000000000001
mamba,8,128,23,0.7345512805840908,0.7407852564102564,0.7408963300704956,0.7446,6.05184494400055,0.7708032059999823,6.8226501500003,0.73242
mamba,8,128,24,0.7287031334180099,0.7436698717948718,0.7486041973114014,0.7401,6.068569992999983,0.7849862949997259,6.853558188000534,0.7337
mamba,8,128,25,0.7142624078652797,0.748036858974359,0.7371061376571655,0.7407,6.1942225350003355,0.8103828439998324,7.00460707899947,0.73532
mamba,8,128,26,0.7091965699807191,0.7499799679487179,0.7349059684753418,0.7476,6.238647203000255,0.841694429999734,7.080343732999609,0.7400399999999999
mamba,8,128,27,0.7023935641997899,0.7532852564102565,0.7578417686462402,0.7333,6.187841420999575,0.7750924239999222,6.962935745000323,0.7412599999999999
mamba,8,128,28,0.6951215226680805,0.7568910256410256,0.7257971380233764,0.7466,5.998135587999968,0.7547184220002237,6.7528560099999595,0.7416599999999999
mamba,8,128,29,0.691122128871771,0.7568509615384615,0.7278428382873535,0.7447,5.940303167999446,0.7661804219997066,6.706485589999829,0.74258
mamba,8,128,30,0.6821632059720847,0.758954326923077,0.7172072423934936,0.7478,5.993148176000432,0.7653865219999716,6.75853719800034,0.744
mamba,8,128,31,0.6783562652575664,0.7612379807692308,0.7172330944061279,0.7471,5.952039378999871,0.7865355240001008,6.738576802999887,0.7439000000000001
mamba,8,128,32,0.6717306282275762,0.7641626602564102,0.7361547842025756,0.7456,6.28540730900022,0.7954315289998704,7.080840638000154,0.74636
mamba,8,128,33,0.6628268512395712,0.767207532051282,0.7042603700637817,0.7575,5.968036807000317,0.7931107229996996,6.7611497300003975,0.74854
mamba,8,128,34,0.6616935700178146,0.7678685897435897,0.6953643918991089,0.758,5.913785058999565,0.7370433990008678,6.650830558000052,0.7512
mamba,8,128,35,0.6566336899995804,0.7674278846153846,0.6765635635375976,0.7675,5.952511989999948,0.748970998999539,6.701485988999593,0.75514
mamba,8,128,36,0.6543955704340568,0.7698517628205128,0.7032138809204102,0.7559,5.917340734999925,0.8464240419998532,6.763767077000011,0.7569
mamba,8,128,37,0.6477707994289887,0.7720552884615385,0.6984407322883606,0.7583,5.9869751830001405,0.7586580000006506,6.745635282999501,0.75944
mamba,8,128,38,0.6388065756131441,0.7763621794871794,0.7017310638427734,0.7562,6.0973264730000665,0.7593286840001383,6.856657156999972,0.75918
mamba,8,128,39,0.6423894095115172,0.775761217948718,0.7206277079582214,0.7531,5.8958040380002785,0.7849230040001203,6.680728942000314,0.7581999999999999
mamba,8,128,40,0.6344215837808755,0.7780048076923077,0.6896432336807251,0.7664,6.072104443000171,0.840316807999443,6.912423951000164,0.75798
mamba,8,128,41,0.6353760794951365,0.7775440705128205,0.7192812406539917,0.7556,6.364057539999521,0.8940303689996654,7.25809020899942,0.75792
mamba,8,128,42,0.6334276316257623,0.7791466346153846,0.7031341678619385,0.7606,5.759123576999627,0.7407988060003845,6.4999243829997795,0.75838
mamba,8,128,43,0.6288529580220198,0.7783052884615385,0.6983399492263794,0.7567,6.02557469400017,0.7632556979997389,6.788832191999973,0.75848
mamba,8,128,44,0.6221686936341799,0.7836137820512821,0.6668756009101867,0.7696,5.948242230999313,0.7607211300000927,6.708965160999469,0.76178
mamba,8,128,45,0.6177893261114756,0.7838141025641026,0.7018235377311707,0.7575,6.070119709999744,0.7590528729997459,6.829174683000019,0.76
mamba,8,128,46,0.6206808124597256,0.7822516025641025,0.6668133626937867,0.7716,6.141708062000362,0.775064303000363,6.916777665000154,0.7632
mamba,8,128,47,0.6153633463841218,0.7831730769230769,0.6573167235374451,0.7743,6.07597866100059,0.7853707550002582,6.861351816000024,0.76594
mamba,8,128,48,0.6147674494064771,0.7865184294871795,0.6803844312667847,0.7683,6.043415626999376,0.7451379519998227,6.788555479000024,0.7682599999999999
mamba,8,128,49,0.6063137332598368,0.7875600961538461,0.6613812411308289,0.7731,5.9568768939998336,0.762336850999418,6.719216244999188,0.76896
mamba,8,128,50,0.606514370899934,0.7875801282051282,0.6734492692947388,0.7694,5.98560273000021,0.8025253340001655,6.788130264000756,0.77134
mamba,8,128,51,0.6026336293954115,0.7875,0.6621232005119324,0.7716,6.050051548999363,0.7731596140001784,6.823213263000071,0.77134
mamba,8,128,52,0.602172886637541,0.7895232371794871,0.662226411151886,0.7762,6.003959888000281,0.7698495070007993,6.773811795000256,0.77172
mamba,8,128,53,0.5985033269111927,0.7895032051282052,0.6766899964332581,0.7699,5.99038709999968,0.7363946670002406,6.726783566999984,0.77204
mamba,8,128,54,0.5912370700866748,0.7923677884615384,0.6518045150756836,0.7766,6.044143340000119,0.7777395090006394,6.821884848999616,0.77274
mamba,8,128,55,0.5944957457291774,0.7912860576923076,0.6466231502532959,0.7757,5.922002971000438,0.7484472090000054,6.670452379999915,0.7740000000000001
mamba,8,128,56,0.5933504985693173,0.7926282051282051,0.656425415802002,0.7731,6.014616290000049,0.7671512529996107,6.781769743000041,0.7743
mamba,8,128,57,0.5945277231626022,0.7904847756410256,0.6676933378219605,0.7715,5.986013245999857,0.7464005399997404,6.732417585999428,0.77336
mamba,8,128,58,0.5891300747027763,0.7940705128205128,0.6719022235870361,0.7706,6.16521418100001,0.8210769309998796,6.986293212000419,0.7735
mamba,8,128,59,0.5847856148695334,0.7972355769230769,0.6684093688011169,0.7729,6.1060814540005595,1.0371406510002998,7.143225405000521,0.77276
mamba,8,128,60,0.5835813034039278,0.7958133012820513,0.6462415433883667,0.7791,7.818406223000238,0.8814500790003876,8.699859102000119,0.77344
mamba,32,64,1,1.828891104528449,0.32212307938540335,1.6583371459960938,0.3997,23.919837364999694,1.5049849810002343,25.42482514599942,
mamba,32,64,2,1.5093224063878175,0.4552856914212548,1.3927265899658203,0.5007,23.759896226999444,1.5460365380004077,25.30593586499981,
mamba,32,64,3,1.3465464580684863,0.5172255121638925,1.2548554985046387,0.5578,23.592546658000174,1.5437508020004316,25.136300260000098,
mamba,32,64,4,1.2450052380714465,0.5537772087067862,1.1800466552734374,0.5773,23.60326202899978,1.5561269049994735,25.159391633999803,
mamba,32,64,5,1.173012617150281,0.5813260243277849,1.162604881286621,0.5881,23.79216053699929,1.8308361109993712,25.623001647999445,0.5247200000000001
mamba,32,64,6,1.1159591296265585,0.600372119078105,1.0698424571990968,0.617,23.965472217999377,1.5885544980001214,25.55403051599933,0.56818
mamba,32,64,7,1.0761202112813306,0.6187980153649167,1.055067544555664,0.628,24.578049646999716,1.532446386000629,26.11049993300003,0.59364
mamba,32,64,8,1.0477826661703376,0.6310019206145967,1.025202815246582,0.634,23.571434253000007,1.5061564090001411,25.077593762000106,0.60888
mamba,32,64,9,1.0176098759592571,0.640564980793854,0.9995108688354493,0.6482,23.634925752000527,1.5020184699997117,25.13694702200064,0.62306
mamba,32,64,10,0.998143890908372,0.6492677656850192,0.9987479488372802,0.6469,23.538643883000077,1.553796145999513,25.092442828999992,0.63482
mamba,32,64,11,0.9734391962367654,0.6584707106274008,0.9699829772949219,0.6586,23.94733265799914,1.5202301059998717,25.46756536399971,0.64314
mamba,32,64,12,0.9531961550098986,0.6636123559539052,0.956897135925293,0.6645,23.5963270430002,1.5167499089993726,25.11308055200061,0.6504399999999999
mamba,32,64,13,0.9372745766835084,0.6696342829705506,0.9633144298553467,0.6596,23.521153689999664,1.5113694000001487,25.032526789999793,0.65556
