arch,d_model,block_type,grid,variant,seed,micro_batch,accum_steps,epoch,lr,lr_scale,train_loss,train_acc,test_loss,test_acc,train_sec,eval_sec,epoch_wall_sec
channel_split,256,gru,8,channel_real_4dir,3,128,1,1,0.0002,0.2,1.890774357624543,0.30158253205128205,1.7566535034179687,0.3571,17.202803049236536,1.1250336933881044,18.327846445143223
channel_split,256,gru,8,channel_real_4dir,3,128,1,2,0.0004,0.4,1.6228340258965126,0.40627003205128204,1.5203708190917968,0.45,15.671356139704585,1.0966127514839172,16.767972700297832
channel_split,256,gru,8,channel_real_4dir,3,128,1,3,0.0006,0.6,1.4537628017939055,0.4719551282051282,1.4111670043945312,0.4859,15.515286736190319,1.128495180979371,16.643787750974298
channel_split,256,gru,8,channel_real_4dir,3,128,1,4,0.0008,0.8,1.3378957574184125,0.5136217948717948,1.2745687118530273,0.541,14.6164689399302,1.1906602792441845,15.807132752612233
channel_split,256,gru,8,channel_real_4dir,3,128,1,5,0.001,1.0,1.2561443281479372,0.5452123397435897,1.1644781646728515,0.5791,15.083527961745858,1.1422925256192684,16.22582419216633
channel_split,256,gru,8,channel_real_4dir,3,128,1,6,0.000999726628670463,0.999726628670463,1.1731362813558335,0.5783453525641026,1.0775030731201172,0.608,14.756606871262193,1.0977689661085606,15.854380175471306
channel_split,256,gru,8,channel_real_4dir,3,128,1,7,0.0009989068136093873,0.9989068136093873,1.1062367535554445,0.6033253205128205,1.0353301055908204,0.6294,14.855179006233811,1.040812948718667,15.895996205508709
channel_split,256,gru,8,channel_real_4dir,3,128,1,8,0.0009975414512725057,0.9975414512725057,1.0483417076942247,0.6244190705128205,1.0012459247589112,0.6351,15.653699945658445,1.0677851606160402,16.721490582451224
channel_split,256,gru,8,channel_real_4dir,3,128,1,9,0.0009956320346634876,0.9956320346634876,0.9993461014368595,0.6434695512820513,0.9669949028015137,0.6566,15.163069523870945,1.0961591303348541,16.25923378393054
channel_split,256,gru,8,channel_real_4dir,3,128,1,10,0.0009931806517013613,0.9931806517013612,0.9650596578915914,0.6577323717948718,0.9287162185668946,0.6673,14.850672828033566,1.1180197931826115,15.968697272241116
channel_split,256,gru,8,channel_real_4dir,3,128,1,11,0.0009901899829374047,0.9901899829374047,0.9385138493317824,0.6661258012820512,0.9227456604003906,0.6715,14.525247724726796,1.1058993134647608,15.631150832399726
channel_split,256,gru,8,channel_real_4dir,3,128,1,12,0.000986663298624003,0.9866632986240029,0.90407817868086,0.6785857371794872,0.858862389755249,0.6961,14.883176336064935,1.0790305975824594,15.962215570732951
channel_split,256,gru,8,channel_real_4dir,3,128,1,13,0.0009826044551386743,0.9826044551386743,0.8830634645926647,0.6871995192307693,0.8553677684783936,0.6944,14.873445862904191,1.067186003550887,15.94063731841743
channel_split,256,gru,8,channel_real_4dir,3,128,1,14,0.0009780178907671788,0.9780178907671788,0.8570106313778804,0.6966746794871795,0.8347684997558594,0.6989,15.412188118323684,1.2086720168590546,16.620869105681777
channel_split,256,gru,8,channel_real_4dir,3,128,1,15,0.0009729086208503173,0.9729086208503173,0.840398171161994,0.7013221153846154,0.8357338890075684,0.7048,15.329298578202724,1.0432217437773943,16.372523557394743
channel_split,256,gru,8,channel_real_4dir,3,128,1,16,0.0009672822322997304,0.9672822322997304,0.8224118527693626,0.709375,0.8170113288879395,0.7116,14.636891545727849,1.0641428288072348,15.701038932427764
channel_split,256,gru,8,channel_real_4dir,3,128,1,17,0.0009611448774886924,0.9611448774886924,0.8025255895577944,0.7192107371794871,0.8027925649642944,0.7123,15.059098349884152,0.9824090786278248,16.041511913761497
channel_split,256,gru,8,channel_real_4dir,3,128,1,18,0.0009545032675245813,0.9545032675245813,0.7836332386884934,0.723036858974359,0.7934656568527222,0.7221,15.25730286538601,1.1068945918232203,16.36420233733952
channel_split,256,gru,8,channel_real_4dir,3,128,1,19,0.0009473646649103818,0.9473646649103817,0.7675881077081729,0.7280649038461539,0.7638866554260254,0.7287,14.862775020301342,1.136365121230483,15.999148612841964
channel_split,256,gru,8,channel_real_4dir,3,128,1,20,0.0009397368756032445,0.9397368756032445,0.7598191485955165,0.7327323717948718,0.7746612724304199,0.7219,14.604362899437547,1.1199936755001545,15.724361827597022
channel_split,256,gru,8,channel_real_4dir,3,128,1,21,0.000931628240478787,0.931628240478787,0.7510554217375242,0.7364583333333333,0.7463736198425293,0.737,14.588173899799585,1.1002873703837395,15.688467547297478
channel_split,256,gru,8,channel_real_4dir,3,128,1,22,0.0009230476262104677,0.9230476262104677,0.7390495680845701,0.7379206730769231,0.7348478874206543,0.7425,14.868839055299759,1.0893170200288296,15.958161113783717
channel_split,256,gru,8,channel_real_4dir,3,128,1,23,0.00091400441557401,0.91400441557401,0.7281462388160901,0.7424078525641026,0.743777864074707,0.7418,15.345615984871984,0.9933680277317762,16.33898856304586
channel_split,256,gru,8,channel_real_4dir,3,128,1,24,0.0009045084971874737,0.9045084971874737,0.7117342874789849,0.7483573717948718,0.7278029315948487,0.7479,15.461266197264194,1.0266255922615528,16.48789637722075
channel_split,256,gru,8,channel_real_4dir,3,128,1,25,0.0008945702546981969,0.8945702546981968,0.7111608347831628,0.7474959935897436,0.7312365425109864,0.7437,15.722027119249105,1.2608349453657866,16.98286660760641
