arch,d_model,block_type,grid,variant,seed,micro_batch,accum_steps,epoch,lr,lr_scale,train_loss,train_acc,test_loss,test_acc,train_sec,eval_sec,epoch_wall_sec
channel_split,256,gru,8,channel_real_4dir,0,128,1,1,0.0002,0.2,1.899127869728284,0.3037660256410256,1.73067783203125,0.3687,16.631251273676753,1.3057278282940388,17.936987904831767
channel_split,256,gru,8,channel_real_4dir,0,128,1,2,0.0004,0.4,1.6226548029826238,0.4034054487179487,1.539833218383789,0.4444,15.408160442486405,1.4095619302242994,16.81772600673139
channel_split,256,gru,8,channel_real_4dir,0,128,1,3,0.0006,0.6,1.4574583729108175,0.4678285256410256,1.4066125244140626,0.4878,15.087130047380924,1.0210250336676836,16.108159508556128
channel_split,256,gru,8,channel_real_4dir,0,128,1,4,0.0008,0.8,1.3427728983072134,0.5123597756410256,1.2495270462036132,0.5428,15.326510611921549,1.0281589590013027,16.35467378050089
channel_split,256,gru,8,channel_real_4dir,0,128,1,5,0.001,1.0,1.2609303893187107,0.5440304487179487,1.3049226760864259,0.5377,15.199201012030244,1.0401318781077862,16.239336106926203
channel_split,256,gru,8,channel_real_4dir,0,128,1,6,0.000999726628670463,0.999726628670463,1.180133933440233,0.5729767628205128,1.1112277633666992,0.6005,14.678148167207837,1.0689460318535566,15.74709844775498
channel_split,256,gru,8,channel_real_4dir,0,128,1,7,0.0009989068136093873,0.9989068136093873,1.1107184156393393,0.6030448717948718,1.0516614784240723,0.6236,15.628299800679088,1.0730471480637789,16.701351100578904
channel_split,256,gru,8,channel_real_4dir,0,128,1,8,0.0009975414512725057,0.9975414512725057,1.0592345311091496,0.6233974358974359,1.0114891593933106,0.6332,14.877497678622603,1.0805719438940287,15.958073303103447
channel_split,256,gru,8,channel_real_4dir,0,128,1,9,0.0009956320346634876,0.9956320346634876,1.012719536591799,0.6388020833333333,0.9888220817565918,0.6437,13.96519498154521,1.1120513156056404,15.077250311151147
channel_split,256,gru,8,channel_real_4dir,0,128,1,10,0.0009931806517013613,0.9931806517013612,0.9746883639922509,0.6519230769230769,0.955048991394043,0.662,14.944371581077576,1.1285544615238905,16.072932701557875
channel_split,256,gru,8,channel_real_4dir,0,128,1,11,0.0009901899829374047,0.9901899829374047,0.9440599068617209,0.6636217948717948,0.9230166130065918,0.6743,14.496165834367275,1.1440588925033808,15.64022896066308
