block_type,task_dir,branch_dirs,grid_size,signal_strength,pos_mode,seed,best_acc,last_acc,param_count,elapsed_sec,skipped,skip_reason
gru,vertical,row,8,single_patch,xy_learned,0,0.46484375,0.453125,8642,1.2295382022857666,False,
gru,vertical,col,8,single_patch,xy_learned,0,0.984375,0.984375,8642,1.2166731357574463,False,
